edge_id,hour,duration_mins,traffic_density,is_weekend,daily_train_volume,track_distance_km,trains_affected,delay_mins
KPN-MAR,7,180,0,1,2,12,0,0
KPN-MAR,15,120,0,1,2,12,0,0
KPN-MAR,13,240,0,1,2,12,0,0
KPN-MAR,19,360,1,0,2,12,1,117
KPN-MAR,21,240,1,0,2,12,1,70
KPN-MAR,0,360,1,1,2,12,1,120
MAR-PU,23,480,1,1,2,14,1,164
MAR-PU,9,240,0,0,2,14,0,0
MAR-PU,5,480,0,0,2,14,0,0
MAR-PU,14,300,0,0,2,14,0,0
MAR-PU,18,120,0,0,2,14,0,0
MAR-PU,18,480,1,1,2,14,1,166
MAR-PU,20,120,0,1,2,14,0,0
MAR-PU,12,240,0,0,2,14,0,0
MAR-PU,2,60,1,1,2,14,1,46
MAR-PU,20,120,0,1,2,14,0,0
MAR-PU,7,360,0,1,2,14,0,0
MAR-PU,19,480,2,1,2,14,2,232
MAR-PU,14,480,0,1,2,14,0,0
MAR-PU,20,60,0,0,2,14,0,0
MAR-PU,14,360,0,0,2,14,0,0
PU-SKPT,7,240,0,1,2,8,0,0
PU-SKPT,11,300,0,1,2,8,0,0
PU-SKPT,15,180,0,0,2,8,0,0
PU-SKPT,2,180,1,0,2,8,1,45
PU-SKPT,20,300,1,0,2,8,1,89
PU-SKPT,0,120,0,1,2,8,0,0
PU-SKPT,20,360,1,1,2,8,1,113
PU-SKPT,18,300,0,1,2,8,0,0
PU-SKPT,21,480,2,0,2,8,2,223
PU-SKPT,15,180,0,1,2,8,0,0
PU-SKPT,21,180,1,1,2,8,1,42
PU-SKPT,9,240,0,0,2,8,0,0
PU-SKPT,11,480,0,0,2,8,0,0
PU-SKPT,22,180,1,1,2,8,1,45
PU-SKPT,10,240,0,0,2,8,0,0
JTJ-SKPT,15,120,0,0,2,9,0,0
JTJ-SKPT,12,240,0,0,2,9,0,0
JTJ-SKPT,4,300,0,1,2,9,0,0
JTJ-SKPT,19,180,0,1,2,9,0,0
JTJ-SKPT,17,240,0,0,2,9,0,0
JTJ-SKPT,23,240,2,1,2,9,2,124
JTJ-SKPT,19,300,1,0,2,9,1,90
JTJ-SKPT,5,300,0,1,2,9,0,0
JTJ-SKPT,18,120,0,1,2,9,0,0
JTJ-SKPT,14,180,0,1,2,9,0,0
JTJ-SKPT,16,300,0,1,2,9,0,0
JTJ-SKPT,17,60,0,1,2,9,0,0
JTJ-SKPT,0,240,1,1,2,9,1,66
JTJ-SKPT,16,480,1,0,2,9,1,159
JTJ-SKPT,14,120,0,1,2,9,0,0
AB-VLT,12,300,0,0,2,17,0,0
AB-VLT,7,120,0,1,2,17,0,0
AB-VLT,3,60,0,1,2,17,0,0
AB-VLT,5,480,0,0,2,17,0,0
AB-VLT,16,240,0,1,2,17,0,0
AB-VLT,2,120,0,0,2,17,0,0
AB-VLT,0,180,2,0,2,17,2,96
AB-VLT,3,120,0,1,2,17,0,0
AB-VLT,1,60,0,1,2,17,0,0
AB-VLT,15,120,0,0,2,17,0,0
AB-VLT,19,120,0,1,2,17,0,0
AB-VLT,17,360,0,0,2,17,0,0
AB-VLT,18,60,0,0,2,17,0,0
AB-VLT,16,60,0,0,2,17,0,0
AB-VLT,7,240,0,0,2,17,0,0
GYM-VLT,22,480,2,0,2,10,2,227
GYM-VLT,15,360,0,1,2,10,0,0
GYM-VLT,8,120,0,0,2,10,0,0
GYM-VLT,20,60,0,1,2,10,0,0
GYM-VLT,8,60,0,0,2,10,0,0
GYM-VLT,21,360,2,1,2,10,2,171
GYM-VLT,7,240,0,1,2,10,0,0
GYM-VLT,11,360,0,1,2,10,0,0
GYM-VLT,0,480,2,1,2,10,2,230
GYM-VLT,4,240,0,1,2,10,0,0
GYM-VLT,10,180,0,1,2,10,0,0
GYM-VLT,7,480,0,1,2,10,0,0
GYM-VLT,2,300,0,1,2,10,0,0
GYM-VLT,6,480,0,0,2,10,0,0
GYM-VLT,18,300,0,1,2,10,0,0
CTO-PTT,5,300,0,1,2,14,0,0
CTO-PTT,17,300,0,0,2,14,0,0
CTO-PTT,6,240,0,1,2,14,0,0
CTO-PTT,19,120,0,1,2,14,0,0
CTO-PTT,22,60,1,0,2,14,1,43
CTO-PTT,20,300,1,0,2,14,1,93
CTO-PTT,2,240,1,0,2,14,1,72
CTO-PTT,8,360,0,1,2,14,0,0
CTO-PTT,2,240,1,1,2,14,1,71
CTO-PTT,12,60,0,0,2,14,0,0
CTO-PTT,4,60,0,0,2,14,0,0
CTO-PTT,21,480,2,1,2,14,2,229
CTO-PTT,4,360,0,0,2,14,0,0
CTO-PTT,0,480,1,0,2,14,1,167
CTO-PTT,14,360,0,0,2,14,0,0
PAK-PTT,17,240,0,0,2,16,0,0
PAK-PTT,6,360,0,1,2,16,0,0
PAK-PTT,11,240,0,1,2,16,0,0
PAK-PTT,14,360,0,0,2,16,0,0
PAK-PTT,17,120,0,0,2,16,0,0
PAK-PTT,3,360,1,1,2,16,1,115
PAK-PTT,20,60,0,0,2,16,0,0
PAK-PTT,14,180,0,1,2,16,0,0
PAK-PTT,19,480,1,0,2,16,1,163
PAK-PTT,3,240,1,1,2,16,1,69
PAK-PTT,9,180,0,0,2,16,0,0
PAK-PTT,9,120,0,1,2,16,0,0
PAK-PTT,21,120,1,0,2,16,1,47
PAK-PTT,17,480,1,0,2,16,1,167
PAK-PTT,10,300,0,0,2,16,0,0
PAK-PAM,5,60,0,0,4,12,0,0
PAK-PAM,5,480,0,1,4,12,0,0
PAK-PAM,1,480,2,0,4,12,2,215
PAK-PAM,7,180,0,0,4,12,0,0
PAK-PAM,19,360,2,1,4,12,2,185
PAK-PAM,23,480,3,1,4,12,3,307
PAK-PAM,15,60,0,1,4,12,0,0
PAK-PAM,14,480,0,1,4,12,0,0
PAK-PAM,5,360,0,0,4,12,0,0
PAK-PAM,2,120,0,0,4,12,0,0
PAK-PAM,4,120,2,1,4,12,2,119
PAK-PAM,9,60,0,0,4,12,0,0
PAK-PAM,5,300,0,1,4,12,0,0
PAK-PAM,5,240,0,1,4,12,0,0
PAK-PAM,12,360,0,1,4,12,0,0
KEN-PAM,6,120,0,1,2,15,0,0
KEN-PAM,20,300,1,0,2,15,1,93
KEN-PAM,22,300,0,1,2,15,0,0
KEN-PAM,2,360,1,0,2,15,1,117
KEN-PAM,1,300,1,0,2,15,1,95
KEN-PAM,15,120,0,0,2,15,0,0
KEN-PAM,21,300,1,0,2,15,1,92
KEN-PAM,2,360,1,1,2,15,1,114
KEN-PAM,16,120,0,1,2,15,0,0
KEN-PAM,7,60,0,1,2,15,0,0
KEN-PAM,4,60,1,1,2,15,1,44
KEN-PAM,11,360,0,1,2,15,0,0
KEN-PAM,18,360,1,1,2,15,1,117
KEN-PAM,10,60,0,0,2,15,0,0
KEN-PAM,13,180,0,0,2,15,0,0
CGI-KEN,9,240,0,0,2,2,0,0
CGI-KEN,7,180,0,1,2,2,0,0
CGI-KEN,17,300,1,0,2,2,1,88
CGI-KEN,9,360,0,1,2,2,0,0
CGI-KEN,13,60,0,1,2,2,0,0
CGI-KEN,10,300,0,0,2,2,0,0
CGI-KEN,18,480,1,0,2,2,1,160
CGI-KEN,6,180,0,1,2,2,0,0
CGI-KEN,5,360,0,1,2,2,0,0
CGI-KEN,8,180,0,0,2,2,0,0
CGI-KEN,9,60,0,1,2,2,0,0
CGI-KEN,11,120,0,1,2,2,0,0
CGI-KEN,8,180,0,1,2,2,0,0
CGI-KEN,1,60,0,0,2,2,0,0
CGI-KEN,0,240,0,0,2,2,0,0
CGI-TPTY,7,360,0,1,4,12,0,0
CGI-TPTY,6,60,0,0,4,12,0,0
CGI-TPTY,6,300,0,1,4,12,0,0
CGI-TPTY,18,300,2,0,4,12,2,142
CGI-TPTY,21,180,2,1,4,12,2,99
CGI-TPTY,19,60,0,0,4,12,0,0
CGI-TPTY,4,240,2,1,4,12,2,143
CGI-TPTY,5,300,1,0,4,12,1,90
CGI-TPTY,12,240,0,0,4,12,0,0
CGI-TPTY,22,60,1,0,4,12,1,46
CGI-TPTY,23,300,0,0,4,12,0,0
CGI-TPTY,9,360,0,0,4,12,0,0
CGI-TPTY,4,120,2,0,4,12,2,112
CGI-TPTY,8,480,0,0,4,12,0,0
CGI-TPTY,15,240,0,0,4,12,0,0
MAD-SET,2,480,0,1,2,12,0,0
MAD-SET,9,60,0,0,2,12,0,0
MAD-SET,4,60,0,1,2,12,0,0
MAD-SET,20,120,0,1,2,12,0,0
MAD-SET,10,120,0,1,2,12,0,0
MAD-SET,9,360,0,0,2,12,0,0
MAD-SET,0,240,2,1,2,12,2,141
MAD-SET,5,240,0,1,2,12,0,0
MAD-SET,0,180,2,1,2,12,2,117
MAD-SET,8,60,0,1,2,12,0,0
MAD-SET,0,180,2,0,2,12,2,110
MAD-SET,21,180,0,0,2,12,0,0
MAD-SET,18,300,0,0,2,12,0,0
MAD-SET,6,360,0,0,2,12,0,0
MAD-SET,17,180,0,1,2,12,0,0
CPT-SET,5,120,0,1,2,7,0,0
CPT-SET,15,480,0,1,2,7,0,0
CPT-SET,11,180,0,1,2,7,0,0
CPT-SET,2,300,0,0,2,7,0,0
CPT-SET,1,120,2,1,2,7,2,117
CPT-SET,7,360,0,0,2,7,0,0
CPT-SET,3,120,0,0,2,7,0,0
CPT-SET,9,180,0,0,2,7,0,0
CPT-SET,6,300,0,1,2,7,0,0
CPT-SET,19,300,0,0,2,7,0,0
CPT-SET,18,180,0,1,2,7,0,0
CPT-SET,10,120,0,0,2,7,0,0
CPT-SET,1,120,2,0,2,7,2,95
CPT-SET,16,300,0,0,2,7,0,0
CPT-SET,7,480,0,0,2,7,0,0
BID-HJL,14,300,0,0,2,6,0,0
BID-HJL,12,120,0,0,2,6,0,0
BID-HJL,23,300,2,0,2,6,2,144
BID-HJL,20,60,0,1,2,6,0,0
BID-HJL,19,480,2,0,2,6,2,226
BID-HJL,23,180,1,0,2,6,1,41
BID-HJL,8,300,0,0,2,6,0,0
BID-HJL,21,60,0,1,2,6,0,0
BID-HJL,21,180,0,1,2,6,0,0
BID-HJL,6,240,0,0,2,6,0,0
BID-HJL,10,480,0,0,2,6,0,0
BID-HJL,3,180,0,0,2,6,0,0
BID-HJL,15,480,0,0,2,6,0,0
BID-HJL,4,180,0,0,2,6,0,0
BID-HJL,23,120,1,1,2,6,1,47
HJL-KGI,8,360,0,0,2,11,0,0
HJL-KGI,1,480,1,0,2,11,1,164
HJL-KGI,5,360,0,0,2,11,0,0
HJL-KGI,20,300,1,1,2,11,1,89
HJL-KGI,7,60,0,1,2,11,0,0
HJL-KGI,9,300,0,0,2,11,0,0
HJL-KGI,10,300,0,0,2,11,0,0
HJL-KGI,22,300,2,1,2,11,2,165
HJL-KGI,19,120,0,0,2,11,0,0
HJL-KGI,10,60,0,1,2,11,0,0
HJL-KGI,11,360,0,0,2,11,0,0
HJL-KGI,18,180,0,1,2,11,0,0
HJL-KGI,17,480,1,0,2,11,1,161
HJL-KGI,18,360,0,1,2,11,0,0
HJL-KGI,23,300,2,0,2,11,2,153
KGI-NYH,3,180,1,0,2,5,1,40
KGI-NYH,13,240,0,1,2,5,0,0
KGI-NYH,22,300,1,1,2,5,1,95
KGI-NYH,1,480,1,1,2,5,1,168
KGI-NYH,14,180,0,1,2,5,0,0
KGI-NYH,4,240,0,0,2,5,0,0
KGI-NYH,5,480,0,0,2,5,0,0
KGI-NYH,14,240,0,0,2,5,0,0
KGI-NYH,20,240,0,1,2,5,0,0
KGI-NYH,11,120,0,0,2,5,0,0
KGI-NYH,12,360,0,1,2,5,0,0
KGI-NYH,1,360,1,0,2,5,1,114
KGI-NYH,21,480,2,1,2,5,2,224
KGI-NYH,21,480,2,0,2,5,2,224
KGI-NYH,17,60,0,0,2,5,0,0
NYH-SBC,6,240,0,1,2,8,0,0
NYH-SBC,8,300,0,1,2,8,0,0
NYH-SBC,18,360,1,0,2,8,1,118
NYH-SBC,13,180,0,0,2,8,0,0
NYH-SBC,5,300,0,0,2,8,0,0
NYH-SBC,21,120,0,0,2,8,0,0
NYH-SBC,20,360,1,0,2,8,1,115
NYH-SBC,16,360,0,0,2,8,0,0
NYH-SBC,16,120,0,1,2,8,0,0
NYH-SBC,14,240,0,1,2,8,0,0
NYH-SBC,0,180,0,0,2,8,0,0
NYH-SBC,22,180,1,0,2,8,1,39
NYH-SBC,20,180,0,1,2,8,0,0
NYH-SBC,7,60,0,1,2,8,0,0
NYH-SBC,5,180,0,1,2,8,0,0
GNT-NLPD,14,240,3,1,8,5,3,230
GNT-NLPD,18,60,0,1,8,5,0,0
GNT-NLPD,11,180,0,1,8,5,0,0
GNT-NLPD,3,300,2,0,8,5,2,157
GNT-NLPD,7,300,3,0,8,5,3,234
GNT-NLPD,0,120,0,0,8,5,0,0
GNT-NLPD,19,60,0,0,8,5,0,0
GNT-NLPD,18,360,1,1,8,5,1,116
GNT-NLPD,11,180,0,1,8,5,0,0
GNT-NLPD,20,480,2,1,8,5,2,225
GNT-NLPD,8,480,2,0,8,5,2,233
GNT-NLPD,21,300,1,1,8,5,1,89
GNT-NLPD,8,300,2,1,8,5,2,162
GNT-NLPD,10,480,3,1,8,5,3,331
GNT-NLPD,18,360,1,0,8,5,1,119
NLPD-PRCA,17,60,1,1,6,7,1,45
NLPD-PRCA,15,480,3,0,6,7,3,308
NLPD-PRCA,22,360,2,0,6,7,2,170
NLPD-PRCA,8,240,1,0,6,7,1,68
NLPD-PRCA,17,480,2,1,6,7,2,228
NLPD-PRCA,11,480,2,0,6,7,2,234
NLPD-PRCA,5,120,0,0,6,7,0,0
NLPD-PRCA,2,60,0,0,6,7,0,0
NLPD-PRCA,16,240,1,1,6,7,1,67
NLPD-PRCA,16,300,1,0,6,7,1,90
NLPD-PRCA,0,60,0,1,6,7,0,0
NLPD-PRCA,12,300,1,0,6,7,1,91
NLPD-PRCA,5,240,2,0,6,7,2,129
NLPD-PRCA,17,120,1,0,6,7,1,48
NLPD-PRCA,21,300,1,0,6,7,1,93
PPM-PRCA,8,180,1,1,6,9,1,44
PPM-PRCA,8,180,1,1,6,9,1,43
PPM-PRCA,23,480,2,1,6,9,2,223
PPM-PRCA,4,60,0,0,6,9,0,0
PPM-PRCA,10,240,0,0,6,9,0,0
PPM-PRCA,13,480,2,1,6,9,2,237
PPM-PRCA,0,120,0,1,6,9,0,0
PPM-PRCA,15,360,2,0,6,9,2,179
PPM-PRCA,16,180,1,1,6,9,1,45
PPM-PRCA,14,300,2,0,6,9,2,150
PPM-PRCA,17,60,1,1,6,9,1,48
PPM-PRCA,17,60,1,0,6,9,1,43
PPM-PRCA,8,480,2,0,6,9,2,223
PPM-PRCA,22,120,1,1,6,9,1,41
PPM-PRCA,21,300,1,0,6,9,1,92
NDPU-PPM,22,240,1,0,5,8,1,69
NDPU-PPM,21,240,1,1,5,8,1,69
NDPU-PPM,14,120,1,1,5,8,1,41
NDPU-PPM,14,300,2,0,5,8,2,158
NDPU-PPM,1,240,0,0,5,8,0,0
NDPU-PPM,11,240,0,1,5,8,0,0
NDPU-PPM,21,60,0,1,5,8,0,0
NDPU-PPM,23,480,1,0,5,8,1,161
NDPU-PPM,11,180,0,0,5,8,0,0
NDPU-PPM,7,60,0,1,5,8,0,0
NDPU-PPM,23,60,0,1,5,8,0,0
NDPU-PPM,1,480,2,1,5,8,2,228
NDPU-PPM,18,60,1,0,5,8,1,47
NDPU-PPM,11,180,0,1,5,8,0,0
NDPU-PPM,23,300,0,0,5,8,0,0
NDPU-STUR,21,360,1,0,5,6,1,116
NDPU-STUR,10,60,0,0,5,6,0,0
NDPU-STUR,5,120,1,0,5,6,1,40
NDPU-STUR,22,480,1,0,5,6,1,162
NDPU-STUR,11,480,2,0,5,6,2,232
NDPU-STUR,6,360,2,0,5,6,2,183
NDPU-STUR,21,60,0,0,5,6,0,0
NDPU-STUR,11,60,0,0,5,6,0,0
NDPU-STUR,8,480,2,0,5,6,2,227
NDPU-STUR,22,240,1,0,5,6,1,67
NDPU-STUR,21,300,1,1,5,6,1,94
NDPU-STUR,0,480,1,1,5,6,1,168
NDPU-STUR,16,240,1,1,5,6,1,72
NDPU-STUR,1,300,0,0,5,6,0,0
NDPU-STUR,8,360,1,0,5,6,1,115
NRT-STUR,20,180,1,1,6,11,1,43
NRT-STUR,2,60,1,1,6,11,1,48
NRT-STUR,23,300,1,1,6,11,1,90
NRT-STUR,22,360,2,0,6,11,2,167
NRT-STUR,17,300,1,0,6,11,1,93
NRT-STUR,11,60,0,0,6,11,0,0
NRT-STUR,1,240,1,0,6,11,1,65
NRT-STUR,17,120,1,0,6,11,1,40
NRT-STUR,12,300,1,1,6,11,1,89
NRT-STUR,3,240,1,1,6,11,1,71
NRT-STUR,19,120,0,1,6,11,0,0
NRT-STUR,21,240,1,1,6,11,1,70
NRT-STUR,7,180,1,0,6,11,1,41
NRT-STUR,0,120,0,0,6,11,0,0
NRT-STUR,9,300,1,0,6,11,1,93
MUK-NRT,7,300,1,0,4,7,1,89
MUK-NRT,2,180,0,1,4,7,0,0
MUK-NRT,22,360,0,0,4,7,0,0
MUK-NRT,12,240,1,1,4,7,1,71
MUK-NRT,6,480,1,0,4,7,1,159
MUK-NRT,17,120,1,0,4,7,1,40
MUK-NRT,2,120,0,0,4,7,0,0
MUK-NRT,19,300,0,1,4,7,0,0
MUK-NRT,21,360,0,1,4,7,0,0
MUK-NRT,15,240,2,0,4,7,2,129
MUK-NRT,4,300,1,1,4,7,1,91
MUK-NRT,19,60,0,1,4,7,0,0
MUK-NRT,5,120,1,0,4,7,1,47
MUK-NRT,15,120,1,1,4,7,1,42
MUK-NRT,12,120,0,0,4,7,0,0
MUK-SAB,5,360,2,1,4,9,2,191
MUK-SAB,9,60,1,0,4,9,1,44
MUK-SAB,16,360,1,0,4,9,1,116
MUK-SAB,14,240,1,0,4,9,1,71
MUK-SAB,0,240,0,1,4,9,0,0
MUK-SAB,16,120,0,0,4,9,0,0
MUK-SAB,19,240,0,0,4,9,0,0
MUK-SAB,3,240,1,0,4,9,1,64
MUK-SAB,5,180,1,0,4,9,1,45
MUK-SAB,14,180,1,1,4,9,1,47
MUK-SAB,21,60,0,0,4,9,0,0
MUK-SAB,4,120,1,1,4,9,1,42
MUK-SAB,23,360,0,1,4,9,0,0
MUK-SAB,17,120,1,0,4,9,1,43
MUK-SAB,14,60,1,0,4,9,1,47
SAB-VLE,12,300,1,0,4,4,1,90
SAB-VLE,20,360,0,1,4,4,0,0
SAB-VLE,8,480,2,1,4,4,2,226
SAB-VLE,23,120,0,1,4,4,0,0
SAB-VLE,1,60,0,1,4,4,0,0
SAB-VLE,10,300,1,0,4,4,1,89
SAB-VLE,1,360,1,1,4,4,1,121
SAB-VLE,13,300,1,1,4,4,1,91
SAB-VLE,1,300,1,0,4,4,1,90
SAB-VLE,17,120,1,0,4,4,1,39
SAB-VLE,1,180,0,1,4,4,0,0
SAB-VLE,6,240,1,1,4,4,1,71
SAB-VLE,0,240,0,1,4,4,0,0
SAB-VLE,22,60,0,0,4,4,0,0
SAB-VLE,20,240,0,0,4,4,0,0
SYM-VLE,8,300,1,1,4,7,1,94
SYM-VLE,0,60,0,1,4,7,0,0
SYM-VLE,16,180,1,0,4,7,1,46
SYM-VLE,15,300,1,0,4,7,1,92
SYM-VLE,21,60,0,1,4,7,0,0
SYM-VLE,15,480,1,1,4,7,1,164
SYM-VLE,9,120,1,1,4,7,1,46
SYM-VLE,20,180,0,0,4,7,0,0
SYM-VLE,1,480,1,0,4,7,1,166
SYM-VLE,2,120,0,1,4,7,0,0
SYM-VLE,18,180,1,0,4,7,1,39
SYM-VLE,5,60,1,0,4,7,1,47
SYM-VLE,5,120,1,0,4,7,1,47
SYM-VLE,14,480,2,0,4,7,2,227
SYM-VLE,17,240,1,0,4,7,1,71
SYM-VKN,8,180,1,1,5,10,1,40
SYM-VKN,2,480,1,0,5,10,1,161
SYM-VKN,2,60,0,0,5,10,0,0
SYM-VKN,5,180,0,1,5,10,0,0
SYM-VKN,20,360,1,1,5,10,1,112
SYM-VKN,20,300,1,0,5,10,1,89
SYM-VKN,15,360,1,1,5,10,1,118
SYM-VKN,9,240,1,1,5,10,1,69
SYM-VKN,10,360,2,1,5,10,2,189
SYM-VKN,21,180,1,0,5,10,1,46
SYM-VKN,5,120,0,1,5,10,0,0
SYM-VKN,18,480,2,0,5,10,2,220
SYM-VKN,3,300,1,1,5,10,1,94
SYM-VKN,13,240,1,0,5,10,1,66
SYM-VKN,22,240,1,0,5,10,1,69
CEM-VKN,23,480,1,1,4,7,1,165
CEM-VKN,12,60,0,0,4,7,0,0
CEM-VKN,6,300,1,0,4,7,1,90
CEM-VKN,20,180,0,1,4,7,0,0
CEM-VKN,5,300,0,0,4,7,0,0
CEM-VKN,17,180,1,1,4,7,1,41
CEM-VKN,0,120,0,0,4,7,0,0
CEM-VKN,2,60,0,1,4,7,0,0
CEM-VKN,1,180,0,0,4,7,0,0
CEM-VKN,1,480,1,0,4,7,1,166
CEM-VKN,15,60,0,0,4,7,0,0
CEM-VKN,13,300,1,1,4,7,1,96
CEM-VKN,3,180,1,0,4,7,1,46
CEM-VKN,11,180,0,0,4,7,0,0
CEM-VKN,19,480,1,0,4,7,1,161
CEM-GKM,8,360,2,0,4,6,2,185
CEM-GKM,23,480,1,0,4,6,1,160
CEM-GKM,21,300,0,0,4,6,0,0
CEM-GKM,6,60,0,1,4,6,0,0
CEM-GKM,0,120,0,0,4,6,0,0
CEM-GKM,15,240,0,0,4,6,0,0
CEM-GKM,6,360,1,0,4,6,1,119
CEM-GKM,10,60,1,1,4,6,1,40
CEM-GKM,0,360,1,0,4,6,1,115
CEM-GKM,3,240,1,0,4,6,1,72
CEM-GKM,9,60,0,0,4,6,0,0
CEM-GKM,8,240,1,0,4,6,1,71
CEM-GKM,6,60,0,1,4,6,0,0
CEM-GKM,9,360,2,0,4,6,2,181
CEM-GKM,15,480,1,1,4,6,1,168
GKM-KCD,7,120,0,1,4,11,0,0
GKM-KCD,9,300,2,0,4,11,2,161
GKM-KCD,1,480,1,0,4,11,1,166
GKM-KCD,15,300,1,0,4,11,1,91
GKM-KCD,9,360,2,0,4,11,2,183
GKM-KCD,22,240,0,1,4,11,0,0
GKM-KCD,8,240,1,1,4,11,1,68
GKM-KCD,5,360,1,0,4,11,1,114
GKM-KCD,20,120,0,0,4,11,0,0
GKM-KCD,4,60,1,1,4,11,1,42
GKM-KCD,3,480,2,1,4,11,2,238
GKM-KCD,6,300,1,0,4,11,1,90
GKM-KCD,18,60,0,1,4,11,0,0
GKM-KCD,5,120,0,1,4,11,0,0
GKM-KCD,2,240,1,0,4,11,1,64
KCD-POO,19,240,1,0,4,7,1,69
KCD-POO,3,240,1,1,4,7,1,68
KCD-POO,22,60,0,0,4,7,0,0
KCD-POO,9,240,1,0,4,7,1,64
KCD-POO,4,360,1,0,4,7,1,118
KCD-POO,14,180,0,0,4,7,0,0
KCD-POO,20,360,1,0,4,7,1,119
KCD-POO,18,300,1,0,4,7,1,87
KCD-POO,12,360,1,0,4,7,1,116
KCD-POO,9,300,2,1,4,7,2,163
KCD-POO,5,60,0,1,4,7,0,0
KCD-POO,15,120,0,0,4,7,0,0
KCD-POO,11,360,1,0,4,7,1,114
KCD-POO,12,60,0,1,4,7,0,0
KCD-POO,2,240,1,1,4,7,1,64
DKD-POO,20,240,1,1,4,6,1,66
DKD-POO,4,60,1,0,4,6,1,42
DKD-POO,2,180,1,0,4,6,1,46
DKD-POO,4,60,1,1,4,6,1,46
DKD-POO,23,360,1,1,4,6,1,118
DKD-POO,12,240,1,1,4,6,1,64
DKD-POO,22,60,0,1,4,6,0,0
DKD-POO,12,60,0,0,4,6,0,0
DKD-POO,22,300,0,1,4,6,0,0
DKD-POO,19,360,1,1,4,6,1,119
DKD-POO,23,240,0,1,4,6,0,0
DKD-POO,16,180,0,0,4,6,0,0
DKD-POO,19,360,1,0,4,6,1,116
DKD-POO,12,360,1,0,4,6,1,117
DKD-POO,20,180,1,0,4,6,1,46
DKD-GJJ,0,120,2,1,6,11,2,106
DKD-GJJ,9,60,0,1,6,11,0,0
DKD-GJJ,22,240,2,1,6,11,2,135
DKD-GJJ,14,480,1,1,6,11,1,164
DKD-GJJ,1,480,1,0,6,11,1,166
DKD-GJJ,2,360,1,0,6,11,1,117
DKD-GJJ,18,300,1,1,6,11,1,89
DKD-GJJ,22,240,2,0,6,11,2,137
DKD-GJJ,6,300,0,1,6,11,0,0
DKD-GJJ,2,180,1,0,6,11,1,45
DKD-GJJ,8,120,0,1,6,11,0,0
DKD-GJJ,8,360,2,1,6,11,2,190
DKD-GJJ,3,360,1,1,6,11,1,115
DKD-GJJ,7,180,0,0,6,11,0,0
DKD-GJJ,22,120,0,1,6,11,0,0
GJJ-MRK,21,60,0,1,6,13,0,0
GJJ-MRK,19,300,1,1,6,13,1,91
GJJ-MRK,6,180,0,0,6,13,0,0
GJJ-MRK,7,300,1,0,6,13,1,93
GJJ-MRK,15,360,1,1,6,13,1,119
GJJ-MRK,4,180,0,0,6,13,0,0
GJJ-MRK,17,180,0,1,6,13,0,0
GJJ-MRK,7,240,0,1,6,13,0,0
GJJ-MRK,2,240,1,1,6,13,1,69
GJJ-MRK,18,60,0,0,6,13,0,0
GJJ-MRK,12,60,1,1,6,13,1,44
GJJ-MRK,7,480,2,0,6,13,2,232
GJJ-MRK,22,180,2,0,6,13,2,112
GJJ-MRK,21,180,0,1,6,13,0,0
GJJ-MRK,0,360,3,0,6,13,3,241
CBM-JBK,12,360,2,0,6,7,2,173
CBM-JBK,20,300,2,1,6,7,2,166
CBM-JBK,6,300,0,0,6,7,0,0
CBM-JBK,17,180,0,0,6,7,0,0
CBM-JBK,13,240,0,1,6,7,0,0
CBM-JBK,6,180,0,1,6,7,0,0
CBM-JBK,5,300,0,1,6,7,0,0
CBM-JBK,21,180,2,0,6,7,2,98
CBM-JBK,23,480,3,0,6,7,3,305
CBM-JBK,8,60,0,1,6,7,0,0
CBM-JBK,8,480,2,1,6,7,2,236
CBM-JBK,6,240,0,0,6,7,0,0
CBM-JBK,4,300,0,1,6,7,0,0
CBM-JBK,13,480,0,0,6,7,0,0
CBM-JBK,3,360,0,0,6,7,0,0
JBK-SDV,14,180,0,0,6,12,0,0
JBK-SDV,5,300,0,0,6,12,0,0
JBK-SDV,11,60,1,1,6,12,1,47
JBK-SDV,2,360,1,1,6,12,1,120
JBK-SDV,14,180,0,0,6,12,0,0
JBK-SDV,0,300,2,1,6,12,2,164
JBK-SDV,12,300,1,1,6,12,1,92
JBK-SDV,21,60,1,0,6,12,1,40
JBK-SDV,1,60,1,1,6,12,1,44
JBK-SDV,22,60,0,0,6,12,0,0
JBK-SDV,21,120,1,0,6,12,1,40
JBK-SDV,8,300,2,0,6,12,2,152
JBK-SDV,2,360,1,1,6,12,1,112
JBK-SDV,22,120,1,1,6,12,1,42
JBK-SDV,3,60,0,1,6,12,0,0
GMA-SDV,11,240,2,1,6,4,2,127
GMA-SDV,14,120,0,1,6,4,0,0
GMA-SDV,14,180,0,1,6,4,0,0
GMA-SDV,11,240,2,1,6,4,2,138
GMA-SDV,3,360,0,0,6,4,0,0
GMA-SDV,8,480,2,0,6,4,2,225
GMA-SDV,15,300,0,0,6,4,0,0
GMA-SDV,18,360,2,0,6,4,2,184
GMA-SDV,9,480,2,1,6,4,2,228
GMA-SDV,15,240,0,1,6,4,0,0
GMA-SDV,21,60,1,0,6,4,1,43
GMA-SDV,3,180,0,1,6,4,0,0
GMA-SDV,11,360,2,1,6,4,2,176
GMA-SDV,9,300,2,0,6,4,2,142
GMA-SDV,11,300,2,0,6,4,2,152
GID-GMA,19,300,2,1,6,11,2,151
GID-GMA,22,60,1,0,6,11,1,45
